Date,Open,High,Low,Close,Volume,Stock splits,Ticker
2024-03-16 00:00:00+00:00,632.8027954101562,641.4811401367188,571.286865234375,576.7752075195312,3952760767,0.0,BNB-USD
2024-03-17 00:00:00+00:00,576.7752075195312,589.6356811523438,550.1432495117188,571.0855712890625,3512190982,0.0,BNB-USD
2024-03-18 00:00:00+00:00,571.0855712890625,586.5149536132812,540.8463134765625,554.55712890625,3982384372,0.0,BNB-USD
2024-03-19 00:00:00+00:00,554.55712890625,559.8604125976562,498.5623474121094,507.0765686035156,4346763421,0.0,BNB-USD
2024-03-20 00:00:00+00:00,507.0864562988281,558.9464721679688,501.1168518066406,556.7005004882812,3177352364,0.0,BNB-USD
2024-03-21 00:00:00+00:00,556.7005004882812,570.05322265625,541.6550903320312,553.2482299804688,2595135487,0.0,BNB-USD
2024-03-22 00:00:00+00:00,553.2482299804688,587.7314453125,535.97265625,551.778564453125,2949959002,0.0,BNB-USD
2024-03-23 00:00:00+00:00,551.778564453125,567.544677734375,544.9212646484375,551.8795166015625,1962524597,0.0,BNB-USD
2024-03-24 00:00:00+00:00,551.8795166015625,572.4882202148438,549.5263061523438,567.9948120117188,1745465728,0.0,BNB-USD
2024-03-25 00:00:00+00:00,567.9948120117188,597.6621704101562,565.1378784179688,587.4276123046875,2490221265,0.0,BNB-USD
2024-03-26 00:00:00+00:00,587.4276123046875,597.0130004882812,572.8078002929688,580.1505126953125,2086911757,0.0,BNB-USD
2024-03-27 00:00:00+00:00,580.1593017578125,584.9867553710938,565.5116577148438,574.5115966796875,1983797879,0.0,BNB-USD
2024-03-28 00:00:00+00:00,574.5115966796875,591.3146362304688,574.2017822265625,583.2708740234375,1986567688,0.0,BNB-USD
2024-03-29 00:00:00+00:00,583.2867431640625,619.9725952148438,582.4693603515625,612.657958984375,2788931743,0.0,BNB-USD
2024-03-30 00:00:00+00:00,612.66015625,612.9949340820312,597.6298217773438,601.016357421875,1750650703,0.0,BNB-USD
2024-03-31 00:00:00+00:00,601.005126953125,608.6642456054688,600.8792724609375,606.9086303710938,1456592924,0.0,BNB-USD
2024-04-01 00:00:00+00:00,606.90869140625,607.6455688476562,570.0531616210938,576.3966674804688,2020241864,0.0,BNB-USD
2024-04-02 00:00:00+00:00,576.3765869140625,578.1329956054688,546.8681640625,550.6814575195312,2480273065,0.0,BNB-USD
2024-04-03 00:00:00+00:00,550.6814575195312,567.9979858398438,540.246826171875,562.0196533203125,2096610785,0.0,BNB-USD
2024-04-04 00:00:00+00:00,562.0196533203125,597.8353271484375,561.34912109375,585.4415283203125,2340488273,0.0,BNB-USD
2024-04-05 00:00:00+00:00,585.4832153320312,591.3327026367188,565.7509765625,578.9669189453125,1983792648,0.0,BNB-USD
